时间,pitch,roll,yaw,gyroX_bias,gyroY_bias,gyroZ_bias,
 20:58:49.354,-1.557,1.61528,-0.0219487,0,0,0,1.593,-1.505,0.192
 20:58:49.362,-1.55587,1.61472,-0.0219335,0,0,0,1.593,-1.505,0.192
 20:58:49.372,-1.55647,1.61474,-0.0219341,0,0,0,1.593,-1.505,0.192
 20:58:49.383,-1.55591,1.61419,-0.021919,0,0,0,1.593,-1.511,0.192
 20:58:49.393,-1.55593,1.61362,-0.0219036,0,0,0,1.593,-1.511,0.192
 20:58:49.403,-1.55536,1.61306,-0.0218884,0,0,0,1.593,-1.511,0.192
 20:58:49.413,-1.55482,1.6131,-0.0218895,0,0,0,1.593,-1.511,0.192
 20:58:49.422,-1.55428,1.61314,-0.0218905,0,0,0,1.593,-1.511,0.192
 20:58:49.432,-1.55315,1.61258,-0.0218754,0,0,0,1.593,-1.511,0.192
 20:58:49.442,-1.55321,1.61263,-0.0218766,0,0,0,1.593,-1.511,0.192
 20:58:49.452,-1.5527,1.61269,-0.0218782,0,0,0,1.593,-1.511,0.192
 20:58:49.462,-1.55219,1.61217,-0.0218642,0,0,0,1.593,-1.511,0.192
 20:58:49.472,-1.55112,1.61165,-0.0218502,0,0,0,1.593,-1.511,0.192
 20:58:49.482,-1.55121,1.61172,-0.0218521,0,0,0,1.593,-1.511,0.192
 20:58:49.492,-1.5513,1.61121,-0.0218383,0,0,0,1.593,-1.511,0.192
 20:58:49.503,-1.55083,1.61072,-0.0218251,0,0,0,1.593,-1.511,0.192
 20:58:49.513,-1.55034,1.61022,-0.0218116,0,0,0,1.593,-1.511,0.192
 20:58:49.523,-1.54927,1.61029,-0.0218134,0,0,0,1.593,-1.511,0.192
 20:58:49.533,-1.54938,1.61037,-0.0218156,0,0,0,1.593,-1.511,0.192
 20:58:49.543,-1.5483,1.61042,-0.0218169,0,0,0,1.593,-1.511,0.192
 20:58:49.553,-1.54783,1.61049,-0.0218187,0,0,0,1.593,-1.511,0.192
 20:58:49.563,-1.54737,1.61057,-0.0218209,0,0,0,1.593,-1.511,0.192
 20:58:49.573,-1.54753,1.6101,-0.0218083,0,0,0,1.593,-1.511,0.192
 20:58:49.583,-1.54711,1.61022,-0.0218114,0,0,0,1.593,-1.511,0.192
 20:58:49.593,-1.54666,1.60972,-0.0217981,0,0,0,1.593,-1.511,0.192
 20:58:49.603,-1.54622,1.60923,-0.0217849,0,0,0,1.593,-1.511,0.192
 20:58:49.613,-1.54578,1.60875,-0.0217718,0,0,0,1.593,-1.511,0.192
 20:58:49.623,-1.54532,1.60939,-0.0217891,0,0,0,1.593,-1.511,0.192
 20:58:49.632,-1.54488,1.60947,-0.0217911,0,0,0,1.593,-1.511,0.192
 20:58:49.645,-1.54501,1.60896,-0.0217776,0,0,0,1.593,-1.511,0.192
 20:58:49.652,-1.54513,1.60845,-0.0217637,0,0,0,1.593,-1.511,0.192
 20:58:49.662,-1.54468,1.60794,-0.02175,0,0,0,1.593,-1.511,0.192
 20:58:49.673,-1.54422,1.60744,-0.0217365,0,0,0,1.593,-1.511,0.192
 20:58:49.683,-1.54377,1.60752,-0.0217386,0,0,0,1.593,-1.511,0.192
 20:58:49.693,-1.54333,1.60759,-0.0217407,0,0,0,1.593,-1.511,0.192
 20:58:49.703,-1.54292,1.6077,-0.0217436,0,0,0,1.593,-1.511,0.192
 20:58:49.713,-1.54136,1.60781,-0.0217465,0,0,0,1.593,-1.511,0.192
 20:58:49.723,-1.54041,1.60794,-0.0217499,0,0,0,1.593,-1.511,0.192
 20:58:49.733,-1.53945,1.60804,-0.0217527,0,0,0,1.593,-1.505,0.192
 20:58:49.743,-1.53908,1.60815,-0.0217555,0,0,0,1.593,-1.505,0.192
 20:58:49.753,-1.53812,1.60823,-0.0217579,0,0,0,1.593,-1.505,0.192
 20:58:49.763,-1.53719,1.60834,-0.0217606,0,0,0,1.593,-1.505,0.192
 20:58:49.773,-1.53682,1.60842,-0.0217629,0,0,0,1.593,-1.505,0.192
 20:58:49.783,-1.53646,1.60851,-0.0217652,0,0,0,1.593,-1.505,0.192
 20:58:49.793,-1.53609,1.60915,-0.0217825,0,0,0,1.593,-1.505,0.192
 20:58:49.803,-1.53572,1.60921,-0.0217841,0,0,0,1.593,-1.505,0.192
 20:58:49.813,-1.53538,1.60871,-0.0217707,0,0,0,1.593,-1.505,0.192
 20:58:49.823,-1.53502,1.60878,-0.0217725,0,0,0,1.593,-1.505,0.192
 20:58:49.833,-1.53466,1.60884,-0.0217742,0,0,0,1.593,-1.505,0.192
 20:58:49.843,-1.53431,1.60833,-0.0217605,0,0,0,1.593,-1.505,0.192
 20:58:49.853,-1.5334,1.60784,-0.0217474,0,0,0,1.593,-1.505,0.192
 20:58:49.863,-1.53309,1.60795,-0.0217502,0,0,0,1.593,-1.505,0.192
 20:58:49.873,-1.5322,1.60748,-0.0217376,0,0,0,1.593,-1.505,0.192
 20:58:49.883,-1.5319,1.60759,-0.0217406,0,0,0,1.593,-1.505,0.192
 20:58:49.893,-1.53161,1.6077,-0.0217435,0,0,0,1.593,-1.505,0.192
 20:58:49.903,-1.5313,1.60779,-0.0217459,0,0,0,1.593,-1.505,0.192
 20:58:49.913,-1.53159,1.6079,-0.0217488,0,0,0,1.593,-1.505,0.192
 20:58:49.923,-1.53131,1.60802,-0.0217521,0,0,0,1.593,-1.505,0.192
 20:58:49.933,-1.53101,1.60811,-0.0217545,0,0,0,1.599,-1.505,0.192
 20:58:49.943,-1.53013,1.6082,-0.0217568,0,0,0,1.599,-1.505,0.192
 20:58:49.953,-1.52982,1.60769,-0.0217433,0,0,0,1.593,-1.505,0.192
 20:58:49.963,-1.52952,1.60719,-0.02173,0,0,0,1.593,-1.505,0.192
 20:58:49.973,-1.52922,1.60727,-0.0217321,0,0,0,1.593,-1.505,0.192
 20:58:49.983,-1.52892,1.60735,-0.0217343,0,0,0,1.593,-1.505,0.192
 20:58:49.993,-1.52862,1.60743,-0.0217364,0,0,0,1.593,-1.505,0.192
 20:58:50.003,-1.52833,1.60751,-0.0217385,0,0,0,1.599,-1.505,0.192
 20:58:50.013,-1.52804,1.60759,-0.0217405,0,0,0,1.599,-1.505,0.192
 20:58:50.023,-1.52836,1.60712,-0.0217281,0,0,0,1.599,-1.505,0.192
 20:58:50.033,-1.5281,1.60723,-0.0217311,0,0,0,1.599,-1.505,0.192
 20:58:50.043,-1.52784,1.60734,-0.0217341,0,0,0,1.599,-1.505,0.192
 20:58:50.053,-1.52756,1.60742,-0.0217362,0,0,0,1.599,-1.505,0.192
 20:58:50.064,-1.52784,1.60749,-0.0217379,0,0,0,1.599,-1.505,0.192
 20:58:50.073,-1.52813,1.60699,-0.0217246,0,0,0,1.599,-1.505,0.192
 20:58:50.083,-1.52786,1.60709,-0.0217272,0,0,0,1.599,-1.505,0.192
 20:58:50.093,-1.52757,1.60659,-0.0217141,0,0,0,1.599,-1.505,0.192
 20:58:50.103,-1.52731,1.60612,-0.0217014,0,0,0,1.593,-1.505,0.192
 20:58:50.113,-1.52704,1.60565,-0.0216889,0,0,0,1.593,-1.505,0.192
 20:58:50.123,-1.52678,1.60576,-0.0216919,0,0,0,1.593,-1.505,0.192
 20:58:50.133,-1.52652,1.60587,-0.0216949,0,0,0,1.593,-1.505,0.192
 20:58:50.143,-1.52625,1.60597,-0.0216974,0,0,0,1.593,-1.505,0.192
 20:58:50.153,-1.52598,1.60606,-0.0216999,0,0,0,1.599,-1.505,0.192
 20:58:50.163,-1.52514,1.60615,-0.0217023,0,0,0,1.599,-1.505,0.192
 20:58:50.173,-1.52431,1.60624,-0.0217048,0,0,0,1.599,-1.505,0.192
 20:58:50.183,-1.52409,1.60579,-0.0216927,0,0,0,1.599,-1.505,0.192
 20:58:50.193,-1.52385,1.6059,-0.0216956,0,0,0,1.599,-1.505,0.192
 20:58:50.203,-1.52362,1.60601,-0.0216986,0,0,0,1.599,-1.505,0.192
 20:58:50.213,-1.5234,1.60612,-0.0217014,0,0,0,1.599,-1.505,0.192
 20:58:50.223,-1.52317,1.60565,-0.021689,0,0,0,1.599,-1.505,0.192
 20:58:50.234,-1.52295,1.60519,-0.0216766,0,0,0,1.599,-1.505,0.192
 20:58:50.243,-1.52271,1.60529,-0.0216793,0,0,0,1.599,-1.505,0.192
 20:58:50.253,-1.52248,1.60539,-0.021682,0,0,0,1.599,-1.505,0.192
 20:58:50.263,-1.52226,1.6055,-0.021685,0,0,0,1.599,-1.505,0.192
 20:58:50.273,-1.52147,1.60562,-0.0216881,0,0,0,1.599,-1.505,0.192
 20:58:50.283,-1.52127,1.60573,-0.0216911,0,0,0,1.599,-1.505,0.192
 20:58:50.293,-1.52105,1.60582,-0.0216936,0,0,0,1.599,-1.505,0.192
 20:58:50.304,-1.52141,1.60592,-0.0216961,0,0,0,1.599,-1.505,0.192
 20:58:50.314,-1.52176,1.60601,-0.0216986,0,0,0,1.599,-1.505,0.192
 20:58:50.324,-1.52155,1.60612,-0.0217015,0,0,0,1.599,-1.505,0.192
 20:58:50.334,-1.52136,1.60567,-0.0216894,0,0,0,1.599,-1.505,0.192
 20:58:50.344,-1.52117,1.60522,-0.0216775,0,0,0,1.599,-1.505,0.192
 20:58:50.354,-1.52041,1.60477,-0.0216657,0,0,0,1.599,-1.505,0.192
 20:58:50.364,-1.52021,1.60432,-0.0216536,0,0,0,1.599,-1.505,0.192
 20:58:50.374,-1.5206,1.60444,-0.021657,0,0,0,1.599,-1.505,0.192
 20:58:50.383,-1.52036,1.60452,-0.021659,0,0,0,1.599,-1.505,0.192
 20:58:50.394,-1.52013,1.60461,-0.0216614,0,0,0,1.599,-1.505,0.192
 20:58:50.404,-1.51992,1.60472,-0.0216642,0,0,0,1.599,-1.505,0.192
 20:58:50.414,-1.52029,1.60425,-0.0216517,0,0,0,1.599,-1.505,0.192
 20:58:50.424,-1.52012,1.60381,-0.0216402,0,0,0,1.593,-1.505,0.192
 20:58:50.434,-1.52048,1.60335,-0.021628,0,0,0,1.593,-1.505,0.192
 20:58:50.444,-1.52027,1.60347,-0.0216311,0,0,0,1.593,-1.505,0.192
 20:58:50.454,-1.52006,1.60301,-0.021619,0,0,0,1.593,-1.505,0.192
 20:58:50.464,-1.51931,1.60259,-0.0216078,0,0,0,1.593,-1.505,0.192
 20:58:50.473,-1.5197,1.60215,-0.0215962,0,0,0,1.593,-1.505,0.192
 20:58:50.484,-1.52009,1.60173,-0.0215849,0,0,0,1.593,-1.505,0.192
 20:58:50.494,-1.51992,1.60189,-0.0215893,0,0,0,1.593,-1.505,0.192
 20:58:50.504,-1.51974,1.60148,-0.0215784,0,0,0,1.593,-1.511,0.192
 20:58:50.514,-1.51957,1.60108,-0.0215676,0,0,0,1.593,-1.511,0.192
 20:58:50.524,-1.51938,1.60181,-0.0215871,0,0,0,1.593,-1.511,0.192
 20:58:50.534,-1.51979,1.60198,-0.0215915,0,0,0,1.593,-1.511,0.192
 20:58:50.544,-1.52021,1.601,-0.0215657,0,0,0,1.593,-1.511,0.192
 20:58:50.554,-1.52006,1.60005,-0.0215405,0,0,0,1.593,-1.511,0.192
 20:58:50.564,-1.52043,1.60021,-0.0215445,0,0,0,1.593,-1.511,0.192
 20:58:50.574,-1.52024,1.5998,-0.0215337,0,0,0,1.593,-1.511,0.192
 20:58:50.584,-1.52062,1.59997,-0.0215382,0,0,0,1.593,-1.511,0.192
 20:58:50.594,-1.52042,1.60014,-0.0215427,0,0,0,1.593,-1.511,0.192
 20:58:50.604,-1.52023,1.59973,-0.0215318,0,0,0,1.593,-1.511,0.192
 20:58:50.614,-1.52005,1.59876,-0.0215062,0,0,0,1.593,-1.511,0.192
 20:58:50.624,-1.51986,1.59894,-0.021511,0,0,0,1.593,-1.511,0.192
 20:58:50.634,-1.52024,1.59912,-0.0215157,0,0,0,1.593,-1.511,0.192
 20:58:50.644,-1.52004,1.59928,-0.02152,0,0,0,1.593,-1.511,0.192
 20:58:50.654,-1.51984,1.59946,-0.0215247,0,0,0,1.593,-1.511,0.192
 20:58:50.664,-1.51911,1.59967,-0.0215302,0,0,0,1.593,-1.511,0.192
 20:58:50.674,-1.51894,1.5987,-0.0215046,0,0,0,1.593,-1.511,0.192
 20:58:50.684,-1.51877,1.59832,-0.0214945,0,0,0,1.593,-1.511,0.192
 20:58:50.694,-1.51803,1.59794,-0.0214846,0,0,0,1.593,-1.511,0.192
 20:58:50.704,-1.5173,1.59757,-0.0214747,0,0,0,1.588,-1.511,0.192
 20:58:50.714,-1.51656,1.59777,-0.0214798,0,0,0,1.588,-1.511,0.192
 20:58:50.724,-1.5164,1.59796,-0.0214849,0,0,0,1.593,-1.511,0.192
 20:58:50.734,-1.51623,1.59813,-0.0214895,0,0,0,1.593,-1.511,0.192
 20:58:50.744,-1.51664,1.59772,-0.0214788,0,0,0,1.593,-1.511,0.192
 20:58:50.754,-1.51706,1.59676,-0.0214533,0,0,0,1.593,-1.511,0.192
 20:58:50.764,-1.51631,1.59637,-0.0214429,0,0,0,1.588,-1.511,0.192
 20:58:50.774,-1.51556,1.59656,-0.0214479,0,0,0,1.588,-1.511,0.192
 20:58:50.784,-1.51482,1.59732,-0.0214681,0,0,0,1.593,-1.511,0.192
 20:58:50.795,-1.51408,1.59806,-0.0214877,0,0,0,1.593,-1.511,0.192
 20:58:50.805,-1.51337,1.59767,-0.0214774,0,0,0,1.593,-1.505,0.192
 20:58:50.814,-1.51324,1.59729,-0.0214672,0,0,0,1.593,-1.505,0.192
 20:58:50.824,-1.51314,1.59635,-0.0214423,0,0,0,1.593,-1.505,0.192
 20:58:50.834,-1.51304,1.59601,-0.0214334,0,0,0,1.588,-1.505,0.192
 20:58:50.844,-1.51236,1.59623,-0.0214393,0,0,0,1.593,-1.505,0.192
 20:58:50.854,-1.51168,1.59645,-0.0214452,0,0,0,1.593,-1.505,0.192
