-0.145816,-0.01021,9.811919,-0.000432,-0.001481,-0.002282
-0.141127,-0.009863,9.796962,-0.00169,-0.001074,-0.001828
-0.140472,-0.014722,9.790433,-0.000372,-0.00014,-0.002753
-0.156596,-0.012893,9.791292,0.000105,0.001217,-0.003683
-0.140549,-0.007979,9.79358,0.0001,0.001674,-0.004147
-0.137553,-0.013655,9.794271,-0.003601,-0.001947,-0.001825
-0.141797,-0.016658,9.798437,0.000496,-0.000137,-0.005056
-0.147141,-0.00819,9.791895,-0.000858,-0.000114,-0.001369
-0.145277,-0.010459,9.789547,0.000003,0.001282,-0.001836
-0.140608,-0.007071,9.777677,-0.001799,-0.001046,-0.005056
-0.141848,-0.015777,9.786096,-0.000891,-0.000559,-0.001827
-0.144247,-0.01417,9.810052,-0.002159,0.000747,-0.004147
-0.144618,-0.015185,9.785495,-0.003607,-0.001031,-0.002292
-0.151358,-0.010955,9.803144,-0.003159,-0.000577,-0.003217
-0.154581,-0.0018,9.790884,0.001328,0.00083,-0.003675
-0.142106,-0.005525,9.791095,0.001269,-0.000988,-0.005508
-0.142098,-0.017701,9.793626,-0.000066,0.001314,-0.002297
-0.145673,-0.014338,9.792125,0.00085,-0.001013,-0.006432
-0.152282,-0.012585,9.795105,-0.001819,-0.002384,-0.001817
-0.151125,-0.003913,9.807049,-0.001833,-0.000552,-0.002751
-0.14681,-0.009733,9.79249,-0.001801,-0.000106,-0.002294
-0.143932,-0.019085,9.792094,-0.001806,0.000821,-0.001377
-0.143932,-0.019085,9.792094,-0.001806,0.000821,-0.001377
-0.14503,-0.013967,9.802933,0.000889,-0.001003,-0.002742
-0.146855,-0.018815,9.794149,0.000202,-0.002956,-0.003659
-0.144252,-0.018771,9.791811,0.000113,-0.000166,-0.004136
-0.147303,-0.013094,9.773673,-0.000739,-0.002465,-0.001356
-0.136901,-0.017625,9.792245,-0.000828,0.000322,-0.002295
-0.155527,-0.010184,9.798546,-0.003121,-0.001531,-0.005518
-0.142714,-0.005436,9.799487,-0.002092,0.001176,-0.00369
-0.149561,-0.009213,9.801027,0.001099,-0.0011,-0.001822
-0.147404,-0.001221,9.786869,0.000101,-0.002891,-0.001812
-0.145643,-0.012044,9.810823,0.000449,0.00172,-0.005067
-0.143854,-0.013537,9.791374,0.000038,0.000312,-0.006444
-0.138829,-0.010416,9.791989,-0.00089,-0.001033,-0.00367
-0.148397,-0.018185,9.789336,0.002235,0.000833,-0.003673
-0.145739,-0.011505,9.785846,0.000947,0.000805,-0.002293
-0.145055,-0.012127,9.804041,0.000952,-0.000122,-0.00321
-0.140995,-0.010543,9.786914,0.003677,-0.000559,-0.001355
-0.153878,-0.020726,9.792121,-0.001806,0.000343,-0.00368
-0.142333,-0.022956,9.796529,-0.000439,-0.000568,-0.00321
-0.156374,-0.006999,9.785448,-0.001372,-0.00241,-0.005507
-0.140662,-0.008509,9.799558,-0.00007,0.001297,-0.004603
-0.140889,-0.014667,9.799662,-0.00052,0.000832,-0.005063
-0.151206,-0.011982,9.797413,-0.000067,0.000837,-0.0046
-0.150258,-0.004373,9.79163,-0.002221,-0.000132,-0.003218
-0.143604,-0.006692,9.800222,-0.000395,-0.001485,-0.000437
-0.149424,-0.019961,9.797825,-0.002228,0.001258,-0.001842
-0.148413,-0.015023,9.797082,-0.000434,-0.001491,-0.003666
-0.146045,-0.020085,9.798111,-0.000897,0.000357,-0.002294
-0.146277,-0.014533,9.796621,0.000951,0.000352,-0.001368
-0.148975,-0.009697,9.785697,-0.00142,-0.000561,-0.00644
-0.145747,-0.010284,9.786458,0.000886,-0.000543,-0.002745
-0.138219,-0.010401,9.791061,0.002279,-0.00104,-0.005968
-0.144152,-0.012214,9.797235,-0.002302,0.001273,-0.004609
-0.144152,-0.012214,9.797235,-0.002302,0.001273,-0.004609
-0.148677,-0.008482,9.787712,-0.003243,0.001757,-0.00323
-0.141668,-0.007419,9.781079,0.000048,-0.000107,-0.000906
-0.154964,-0.019969,9.792764,-0.00084,0.001684,-0.00461
-0.143715,-0.010816,9.796635,-0.000445,0.000832,-0.000451
-0.141818,-0.004289,9.791111,-0.000966,-0.000082,-0.004136
-0.14499,-0.021813,9.786368,-0.000442,-0.000108,-0.003213
-0.148921,-0.012073,9.793399,-0.000469,-0.001478,-0.004126
-0.153886,-0.016377,9.803552,0.001269,-0.000038,-0.001362
-0.145131,-0.008933,9.789993,-0.000591,0.00134,-0.003219
-0.149821,-0.0151,9.786421,0.001271,-0.000504,-0.002281
-0.157365,-0.01183,9.790651,-0.000066,0.001313,-0.002297
-0.147378,-0.012371,9.79353,-0.000543,-0.000513,-0.002747
-0.142913,-0.01193,9.800927,-0.002341,0.002689,-0.001849
-0.140649,-0.00943,9.79908,-0.001003,0.000402,-0.003215
-0.14962,-0.0062,9.789431,-0.001884,0.001761,-0.003227
-0.153885,-0.00646,9.795918,-0.000998,-0.000048,-0.001829
-0.161788,-0.001862,9.789046,-0.001907,-0.000065,-0.003676
-0.151218,-0.009136,9.80656,-0.001775,0.000783,-0.004145
-0.144685,-0.010707,9.784158,0.000995,-0.001525,-0.004125
-0.146349,-0.008099,9.799605,-0.000853,-0.000563,0.000018
-0.140944,-0.013934,9.78718,-0.003223,0.004046,-0.002322
-0.136321,-0.015441,9.789162,-0.001366,0.002181,-0.004152
-0.129662,-0.00801,9.791824,-0.001764,-0.000113,-0.00091
-0.143142,-0.013784,9.818984,0.0005,-0.000116,-0.002289
-0.139931,-0.014615,9.812324,0.001359,0.00174,-0.002758
-0.146076,-0.011427,9.776738,-0.000447,-0.000129,-0.005981
-0.140683,-0.009653,9.790615,-0.002261,0.000809,-0.002762
-0.138058,-0.009666,9.794446,-0.000969,0.000378,-0.004138
-0.149706,-0.008164,9.802382,-0.000468,-0.000517,0.001404
-0.141555,-0.015589,9.782702,-0.000909,0.001726,-0.003687
-0.154446,-0.016872,9.773475,-0.000056,-0.000536,-0.003669
-0.154446,-0.016872,9.773475,-0.000056,-0.000536,-0.003669
-0.154446,-0.016872,9.773475,-0.000056,-0.000536,-0.003669
-0.151582,-0.008379,9.789722,0.000374,-0.001406,0.00049
-0.153733,-0.014644,9.766238,-0.002328,-0.0001,-0.005984
-0.148903,-0.01273,9.79866,0.001434,0.000782,-0.003215
-0.14131,-0.01255,9.820521,0.000009,-0.000114,-0.004134
-0.15422,-0.014091,9.80637,0.001818,0.000821,-0.002752
-0.143703,-0.017691,9.774672,-0.000463,0.002163,-0.006918
-0.149493,-0.006447,9.784058,0.000084,-0.000598,-0.002749
-0.147752,-0.01945,9.793797,-0.00047,-0.001484,-0.005049
-0.139913,-0.025073,9.778291,-0.000929,-0.000085,-0.002291
-0.150513,-0.007777,9.793139,-0.002715,0.001281,-0.00092
-0.147266,-0.008998,9.795423,-0.000026,0.000377,-0.002291
-0.148364,-0.008947,9.788639,-0.001383,-0.000564,-0.004596
-0.151423,-0.011816,9.778895,-0.002347,-0.001428,-0.001362
-0.148004,-0.011009,9.795556,0.000398,-0.000531,-0.003207
-0.149117,-0.006751,9.799761,-0.000524,0.001765,-0.003223
-0.147154,-0.006807,9.791583,-0.002293,-0.00011,-0.005062
-0.143613,-0.008288,9.788765,-0.001011,0.001315,-0.004144
-0.1473,-0.018835,9.794578,0.000006,0.000342,-0.004599
-0.142589,-0.000723,9.80458,0.000019,-0.001013,-0.001361
-0.143318,-0.002468,9.809666,-0.000433,0.003079,-0.005078
-0.150821,-0.001376,9.816178,-0.001361,0.001254,-0.005069
-0.144053,-0.001867,9.77697,-0.001312,-0.000115,-0.00137
-0.139286,-0.011768,9.787969,0.000015,-0.000083,0.000017
-0.13247,-0.013205,9.800719,-0.000975,0.001301,-0.003683
-0.138053,-0.019894,9.802384,0.000861,-0.001432,-0.000894
-0.145243,-0.011138,9.796168,-0.000027,0.000847,-0.00091
-0.149541,-0.01236,9.790468,-0.002296,0.000826,-0.002761
-0.143381,-0.011319,9.800934,-0.000978,0.001287,-0.005528
-0.148648,-0.008869,9.79714,0.000499,-0.00012,-0.00275
-0.14616,-0.0251,9.791444,0.000048,-0.000588,-0.003671
-0.138547,-0.020723,9.792689,0.001429,0.000758,-0.006444
-0.140812,-0.010024,9.797877,-0.00311,0.002137,-0.004619
-0.140812,-0.010024,9.797877,-0.00311,0.002137,-0.004619
-0.146649,-0.011397,9.790023,-0.001748,0.001675,-0.005535
-0.155493,-0.00773,9.815676,-0.000471,-0.000534,-0.000903
-0.15006,-0.00329,9.807674,0.000466,-0.000096,-0.001827
-0.148797,-0.006538,9.760268,-0.000053,-0.000519,-0.001363
-0.142652,-0.014349,9.780403,-0.00227,0.002192,-0.002309
-0.138859,-0.006018,9.798652,-0.000466,-0.001934,-0.003662
-0.142762,-0.015807,9.788575,-0.000402,-0.001522,-0.005511
-0.141522,-0.005598,9.783233,0.000844,0.000863,-0.001369
-0.14471,-0.026148,9.80607,-0.001394,0.001752,-0.002303
-0.144695,-0.016567,9.80152,-0.001843,0.001301,-0.000918
-0.145118,-0.010171,9.791548,-0.001834,-0.000078,-0.000909
-0.148881,-0.014551,9.794913,-0.000505,-0.00099,-0.002745
-0.14063,-0.010832,9.801711,0.001372,-0.000096,-0.002286
-0.14639,-0.018647,9.791637,-0.000928,-0.000556,-0.003672
-0.142587,-0.014353,9.796887,-0.000985,-0.001887,-0.001817
-0.140444,-0.011639,9.80507,-0.001933,-0.000479,0.000018
-0.144228,-0.009792,9.785074,-0.003162,0.000357,-0.001377
-0.152088,-0.014329,9.801114,-0.00135,0.000358,-0.001834
-0.147393,-0.02137,9.802425,0.001359,0.00079,-0.006905
-0.15043,-0.011105,9.803279,-0.000517,0.001325,-0.000453
-0.144195,0.000642,9.78793,-0.000477,-0.000088,-0.002751
-0.144968,-0.007179,9.800666,-0.000512,0.000399,-0.001369
-0.146105,-0.013815,9.80138,-0.001452,-0.00053,-0.004595
-0.149488,-0.001522,9.799019,-0.001925,-0.002339,-0.002739
-0.146602,-0.01388,9.791362,-0.000961,-0.000059,-0.000906
-0.14477,-0.01383,9.787483,-0.000123,-0.000488,-0.001823
-0.156675,-0.004187,9.797197,-0.002295,0.000829,-0.0023
-0.140673,-0.00892,9.793839,-0.00237,0.001787,-0.001843
-0.147881,-0.018309,9.802578,-0.000576,-0.000489,-0.001824
-0.148601,-0.010159,9.8025,-0.001007,0.000858,-0.003679
-0.155391,-0.009815,9.7908,-0.001041,0.000875,-0.003679
-0.145153,-0.012841,9.813411,0.000316,0.000866,-0.005521
-0.145153,-0.012841,9.813411,0.000316,0.000866,-0.005521
-0.152729,-0.014092,9.790129,-0.000159,-0.000952,-0.004588
-0.142399,-0.005106,9.794942,-0.001975,0.000456,0.000013
-0.144366,-0.009521,9.788141,0.00081,0.000407,-0.003211
-0.144072,-0.004729,9.802996,-0.000967,0.000864,-0.000451
-0.144782,-0.01173,9.794156,-0.000483,0.001309,-0.000453
-0.143149,-0.008749,9.7897,-0.000014,-0.001466,-0.002741
-0.142405,-0.018592,9.789601,-0.003274,0.001321,-0.002304
-0.14311,-0.009885,9.795854,-0.000078,0.002206,-0.005993
-0.143612,-0.006653,9.79495,-0.000095,-0.000066,-0.004594
-0.144729,-0.017964,9.785921,-0.00233,0.000367,-0.005064
-0.142432,-0.014213,9.798746,-0.00097,0.000851,-0.002296
-0.146561,-0.006016,9.790367,-0.002679,0.00127,0.000002
-0.150829,-0.016775,9.800619,-0.001838,-0.000579,-0.006442
-0.142848,-0.006346,9.796189,-0.003231,-0.000556,-0.005061
-0.147862,-0.010979,9.79247,-0.003695,0.001765,-0.001847
-0.138378,-0.006048,9.801396,0.000301,-0.001866,-0.00412
-0.146883,-0.013194,9.799685,-0.004204,0.00044,0.000929
-0.145975,-0.012851,9.79659,-0.001969,-0.00094,-0.002286
-0.14617,0.000589,9.790692,-0.000139,0.001338,-0.00368
-0.136026,-0.012851,9.790679,0.000707,0.000945,0.000478
-0.150754,-0.015527,9.7818,-0.000059,0.000397,-0.00183
-0.14653,-0.02002,9.790238,0.000434,-0.000541,-0.002285
-0.143287,-0.020182,9.793904,-0.001033,-0.000034,-0.002289
-0.138042,-0.009849,9.797368,-0.002818,-0.000091,-0.006907
-0.142217,-0.009353,9.788743,-0.005101,-0.001416,-0.000907
-0.148579,-0.013486,9.795987,-0.001944,0.000416,-0.003217
-0.151634,-0.013399,9.799856,-0.00148,-0.000482,-0.000442
-0.146491,-0.010481,9.789207,-0.001077,0.000891,-0.003679
-0.149511,-0.016882,9.779293,-0.002436,0.000887,-0.003682
-0.145402,-0.021625,9.797913,0.000326,0.00044,-0.000905
-0.141746,-0.011011,9.785488,-0.000134,0.000408,-0.005058
-0.141746,-0.011011,9.785488,-0.000134,0.000408,-0.005058
-0.156558,-0.021976,9.806586,-0.00424,0.000449,0.000007
-0.149179,-0.013545,9.802805,-0.003165,0.000816,-0.00138
-0.153978,-0.012881,9.792186,-0.000901,0.000813,-0.002758
-0.157367,-0.012423,9.788494,-0.00047,-0.001481,-0.004588
-0.149505,-0.01512,9.788888,0.000811,0.000887,-0.000446
-0.145209,-0.004423,9.784946,-0.001442,-0.000952,0.000483
-0.152095,-0.014754,9.796938,-0.001385,0.000372,-0.002295
-0.149708,-0.018067,9.807994,-0.000996,-0.000518,-0.00321
-0.146453,-0.012975,9.793528,0.000395,-0.000071,-0.00321
-0.139551,-0.015002,9.787944,-0.001348,-0.000581,-0.004596
-0.140956,0.000337,9.790676,-0.002361,-0.000546,-0.006442
-0.140834,-0.010238,9.786108,-0.00104,0.000886,-0.002295
-0.141154,-0.020427,9.789736,-0.00056,0.001776,-0.004145
-0.151401,-0.009945,9.793427,-0.000927,-0.000549,-0.002749
-0.147415,-0.010044,9.791389,-0.001014,0.001297,-0.00645
